id_cliente,fecha_saldo,codigo_cliente,importe_operativa,moneda,tipo_operacion
0313,2022-08-30,45422671M,8704.43,GBP,Tarjeta
0484,2022-12-04,67421117B,8020.31,JPY,Bizum
0433,2024-02-12,90490846E,8068.65,JPY,Tarjeta
0315,2022-01-08,71899444Y,8599.59,USD,Transferencia
0158,2023-12-21,46491037V,7409.3,USD,Bizum
0144,2023-12-30,18760770L,-9051.08,MXN,Transferencia
0259,2023-08-25,52023477W,-2607.51,GBP,Transferencia
0013,2023-06-30,11397512R,890.87,EUR,Transferencia
0253,2024-01-04,71811704W,8753.63,GBP,Retirada Efectivo
0353,2023-12-29,87114611J,8518.12,USD,Retirada Efectivo
0416,2023-02-11,29586269U,3435.51,MXN,Bizum
0010,2023-12-20,46538147J,-6475.67,USD,Bizum
0444,2025-09-09,92949427I,6450.52,USD,Retirada Efectivo
0395,2023-02-19,69520769T,5460.43,EUR,Transferencia
0032,2024-06-09,24789504G,8344.3,GBP,Retirada Efectivo
0481,2022-08-22,51712678W,2305.73,MXN,Transferencia
0414,2024-09-19,76283991K,-1913.14,GBP,Bizum
0143,2025-02-14,36088258S,-9561.28,MXN,Transferencia
0180,2024-05-08,14552919V,545.71,MXN,Tarjeta
0479,2024-07-06,72471710F,7227.72,USD,Bizum
0396,2025-02-17,32705301X,-2983.76,GBP,Transferencia
0395,2022-02-18,88779555I,-4755.92,USD,Transferencia
0327,2023-03-11,89119054V,-5811.09,GBP,Bizum
0301,2024-06-04,89112783J,9374.43,GBP,Retirada Efectivo
0273,2025-10-15,23681690N,-4875.51,GBP,Transferencia
0287,2025-01-20,11905171E,3924.44,USD,Retirada Efectivo
0056,2022-06-06,52874324C,4221.59,MXN,Retirada Efectivo
0082,2025-05-12,75857720H,2022.11,EUR,Tarjeta
0120,2023-06-23,95067516H,394.04,EUR,Tarjeta
0134,2024-02-02,18760770L,-9940.02,JPY,Transferencia
0011,2025-04-08,41214048J,3086.32,GBP,Tarjeta
0228,2023-09-15,20645306X,-6409.53,GBP,Bizum
0500,2023-09-15,93933110Q,5037.25,EUR,Tarjeta
0112,2023-06-09,78481808C,8079.29,USD,Transferencia
0489,2022-01-05,35582626G,4100.51,MXN,Tarjeta
0300,2023-11-28,17398635D,9956.81,MXN,Tarjeta
0456,2023-06-23,81971749N,5922.01,MXN,Retirada Efectivo
0200,2024-10-03,91903816U,7121.86,EUR,Tarjeta
0172,2024-08-12,69823957R,-8755.98,GBP,Transferencia
0411,2025-07-19,36462503D,9512.17,USD,Transferencia
0103,2025-07-16,64940056Z,-8033.76,USD,Transferencia
0274,2022-04-30,50790465P,879.8,USD,Retirada Efectivo
0147,2023-05-02,66886990G,-6257.23,MXN,Transferencia
0406,2022-02-02,32705301X,8881.18,JPY,Retirada Efectivo
0448,2025-05-08,58809379E,-7839.36,GBP,Transferencia
0176,2023-08-09,17070719G,395.73,JPY,Tarjeta
0214,2025-02-13,98398623E,-5478.04,EUR,Transferencia
0150,2025-07-02,26744281U,661.72,JPY,Retirada Efectivo
0206,2024-11-22,67750110G,7105.9,MXN,Retirada Efectivo
0150,2022-05-06,33680077T,8799.41,MXN,Retirada Efectivo
0337,2023-12-18,18558869P,-9665.77,JPY,Transferencia
0337,2022-03-04,97617977B,9631.15,JPY,Retirada Efectivo
0478,2022-05-24,85387918B,8980.26,JPY,Retirada Efectivo
0081,2024-07-02,97991887J,-6224.58,JPY,Transferencia
0497,2022-12-21,64646912J,418.8,MXN,Bizum
0159,2022-12-05,74004967G,2060.84,MXN,Retirada Efectivo
0007,2025-03-02,77574957P,3978.15,GBP,Retirada Efectivo
0350,2025-10-09,26744281U,6343.61,EUR,Tarjeta
0166,2023-09-04,26613086K,7301.37,USD,Tarjeta
0256,2023-08-13,31324961Z,7565.82,EUR,Bizum
0441,2022-09-18,83919232P,5674.25,GBP,Retirada Efectivo
0345,2022-09-09,71055960K,8023.05,EUR,Transferencia
0390,2022-07-25,83420198X,9078.55,JPY,Bizum
0335,2023-03-23,92194905H,8094.03,GBP,Tarjeta
0447,2024-04-09,55183741Y,3519.85,GBP,Retirada Efectivo
0133,2023-10-26,15339564Y,4471.4,MXN,Retirada Efectivo
0251,2023-06-20,38328614O,-2276.45,GBP,Transferencia
0316,2025-11-27,90228959U,4912.35,GBP,Retirada Efectivo
0479,2023-10-07,26043387Y,-3423.99,USD,Bizum
0401,2022-12-19,40075645Z,1571.15,USD,Retirada Efectivo
0352,2024-05-09,50562133T,-2009.65,USD,Bizum
0323,2025-01-13,54925263M,-3215.25,JPY,Transferencia
0328,2024-06-19,81950959T,948.56,EUR,Bizum
0127,2022-12-16,47253844X,-5685.07,MXN,Bizum
0259,2023-11-04,52305435V,8305.14,MXN,Tarjeta
0441,2024-07-03,88890489J,3138.28,GBP,Transferencia
0348,2024-02-05,30316637J,6527.82,MXN,Retirada Efectivo
0275,2023-09-27,67750110G,1558.89,JPY,Retirada Efectivo
0445,2025-02-01,59372522W,5202.58,JPY,Retirada Efectivo
0260,2023-09-29,65743702V,-1245.25,GBP,Transferencia
0364,2023-11-24,54062091X,6387.7,JPY,Retirada Efectivo
0352,2025-07-13,50721381L,6170.65,USD,Retirada Efectivo
0327,2023-09-24,19862675A,-2822.79,EUR,Transferencia
0176,2022-09-24,89814350Z,4151.76,JPY,Retirada Efectivo
0063,2022-02-21,52305435V,708.18,MXN,Retirada Efectivo
0256,2025-09-03,62506960T,-126.92,MXN,Bizum
0197,2024-07-15,52023477W,5475.74,EUR,Bizum
0462,2023-12-21,50721381L,1593.33,JPY,Retirada Efectivo
0458,2025-03-04,47337240M,-4476.82,EUR,Transferencia
0295,2024-11-05,39492750X,-8555.32,JPY,Bizum
0437,2024-05-30,65075772F,-5371.72,MXN,Transferencia
0255,2022-06-14,97991887J,8138.61,USD,Bizum
0325,2024-11-24,47187112T,2394.96,EUR,Tarjeta
0259,2023-04-14,81971749N,3468.04,GBP,Tarjeta
0112,2025-05-29,85548120N,5155.54,EUR,Tarjeta
0122,2025-02-20,95735897U,-2380.39,USD,Transferencia
0456,2023-07-24,64967407A,1274.8,USD,Transferencia
0113,2024-02-09,19447051Q,9177.26,GBP,Transferencia
0379,2022-02-06,76204298F,5514.91,JPY,Tarjeta
0325,2025-06-24,34569401G,4764.1,USD,Tarjeta
0136,2025-03-22,76381793S,5396.99,GBP,Retirada Efectivo
0439,2023-07-20,38328614O,7984.4,USD,Retirada Efectivo
0131,2024-07-13,34569401G,6111.5,MXN,Bizum
0380,2025-06-28,41538633X,6351.59,MXN,Transferencia
0076,2022-06-25,56814437O,5963.68,GBP,Retirada Efectivo
0473,2025-11-15,16914409O,9520.43,EUR,Transferencia
0216,2025-12-08,46594348A,1828.12,GBP,Retirada Efectivo
0386,2025-10-17,80821009V,2110.62,USD,Retirada Efectivo
0296,2023-08-21,69999811Z,956.02,GBP,Transferencia
0023,2025-03-08,78061456H,-7515.55,EUR,Bizum
0460,2023-10-03,71811704W,6117.36,MXN,Transferencia
0049,2023-12-28,71055960K,-4930.02,EUR,Bizum
0126,2022-07-14,39222928U,3061.37,MXN,Tarjeta
0187,2025-07-23,13064923M,-175.23,JPY,Bizum
0428,2022-01-23,23166003I,3608.09,MXN,Tarjeta
0443,2024-11-01,99706495F,694.67,MXN,Tarjeta
0072,2023-10-05,55015641W,9967.28,USD,Tarjeta
0391,2025-03-16,63817489A,3825.76,USD,Transferencia
0282,2023-02-20,83296684N,930.11,MXN,Retirada Efectivo
0049,2025-10-26,73238646U,8617.92,MXN,Bizum
0401,2023-06-23,66886990G,4751.44,GBP,Bizum
0170,2023-03-06,82267962O,8286.64,USD,Bizum
0220,2025-04-06,81810281V,9383.52,EUR,Tarjeta
0396,2025-08-07,87761418L,-6423.44,JPY,Bizum
0192,2025-07-03,97664772K,133.71,USD,Retirada Efectivo
0364,2023-02-15,89741042K,7670.8,USD,Transferencia
0133,2025-04-08,83919232P,-4010.42,JPY,Transferencia
0371,2024-01-30,21035093C,4465.61,MXN,Retirada Efectivo
0105,2025-10-18,40982301Z,1728.46,JPY,Retirada Efectivo
0160,2023-04-24,15455647Q,8323.07,JPY,Tarjeta
0379,2025-06-03,89786131D,9158.98,USD,Tarjeta
0243,2022-05-28,20301602F,-6561.56,JPY,Transferencia
0086,2024-02-17,51818557H,5157.19,MXN,Bizum
0314,2024-10-17,59413448Q,5613.78,JPY,Transferencia
0327,2024-11-21,84829251A,6186.67,USD,Retirada Efectivo
0144,2023-09-25,95903693K,7902.67,JPY,Tarjeta
0496,2025-06-27,71811704W,4489.82,JPY,Retirada Efectivo
0306,2024-06-13,17398635D,5976.01,MXN,Transferencia
0201,2025-05-12,66886990G,290.27,USD,Tarjeta
0489,2023-07-04,87291434H,6188.21,JPY,Bizum
0088,2023-02-28,47068877W,7590.09,JPY,Bizum
0120,2024-02-06,72471710F,7610.26,MXN,Tarjeta
0116,2022-05-21,66510794F,6833.55,EUR,Tarjeta
0355,2025-11-08,91889521P,2971.77,GBP,Bizum
0490,2025-03-28,59413448Q,8268.62,MXN,Retirada Efectivo
0355,2024-08-19,21035093C,348.44,MXN,Bizum
0256,2022-08-24,64036956H,2195.89,JPY,Tarjeta
0113,2023-08-05,76008523U,-7062.59,USD,Transferencia
0492,2023-04-17,11413210A,7638.66,JPY,Tarjeta
0318,2023-03-06,50585418A,4000.18,EUR,Transferencia
0026,2025-01-07,98912616F,360.16,JPY,Transferencia
0387,2022-06-11,48637885K,9468.87,USD,Transferencia
0164,2024-06-03,71055960K,1450.92,USD,Retirada Efectivo
0384,2023-05-18,46614032W,8584.72,JPY,Bizum
0496,2025-05-04,73188540T,1411.87,MXN,Retirada Efectivo
0071,2022-10-17,13869882G,6434.81,GBP,Transferencia
0337,2025-08-02,89112783J,7152.14,EUR,Retirada Efectivo
0438,2025-06-28,52023477W,2132.93,MXN,Bizum
0273,2025-09-25,19639671X,-4597.1,GBP,Transferencia
0204,2025-09-17,86371152T,-7117.13,USD,Bizum
0363,2024-01-22,65075772F,6529.36,MXN,Tarjeta
0130,2024-09-27,10369978P,-1005.95,USD,Transferencia
0390,2022-04-11,54442150K,5348.8,EUR,Transferencia
0274,2024-11-12,35965272I,3142.3,USD,Transferencia
0193,2023-09-19,75048740P,8114.6,JPY,Retirada Efectivo
0042,2024-04-11,71286311E,2969.0,JPY,Retirada Efectivo
0172,2024-01-17,19470434V,-2328.71,USD,Transferencia
0364,2022-04-12,44027737F,144.42,GBP,Transferencia
0076,2023-07-17,29361060I,-6345.48,USD,Transferencia
0414,2025-09-17,69130886Z,-5901.18,JPY,Bizum
0247,2025-06-17,10369978P,1013.3,JPY,Tarjeta
0012,2025-01-10,40982301Z,-3726.89,USD,Transferencia
0189,2022-09-25,64182663N,3006.3,MXN,Retirada Efectivo
0211,2023-02-19,83919232P,8271.05,GBP,Tarjeta
0166,2024-07-04,13064923M,-8797.27,JPY,Bizum
0034,2022-03-06,59413448Q,2905.1,EUR,Bizum
0172,2022-10-08,50790465P,-3679.09,USD,Transferencia
0392,2024-08-24,89786131D,1611.02,JPY,Retirada Efectivo
0500,2024-01-26,69823957R,2029.09,USD,Tarjeta
0265,2023-10-26,98432182G,4849.26,GBP,Transferencia
0088,2023-09-12,46491037V,2733.76,JPY,Retirada Efectivo
0160,2025-12-10,53666983I,-9317.11,MXN,Transferencia
0314,2023-03-21,21952227L,-5762.35,EUR,Transferencia
0176,2025-12-13,49397986U,266.05,USD,Retirada Efectivo
0004,2022-02-24,26043387Y,5432.15,USD,Transferencia
0019,2024-11-04,25121571Z,404.76,JPY,Transferencia
0197,2022-06-16,30470492G,7126.66,USD,Retirada Efectivo
0035,2024-11-14,95549651F,8158.0,USD,Tarjeta
0120,2023-12-01,93889665Z,2578.28,EUR,Bizum
0057,2023-07-19,77673987D,7178.15,USD,Tarjeta
0121,2025-01-13,93250705D,6339.68,EUR,Retirada Efectivo
0050,2024-10-05,98505277Z,7051.88,USD,Tarjeta
0115,2023-03-11,28871010F,8930.25,MXN,Bizum
0249,2025-01-17,46984919M,1031.34,MXN,Transferencia
0374,2025-03-08,42348167W,-337.31,MXN,Bizum
0014,2025-07-18,90228959U,2718.91,GBP,Retirada Efectivo
0372,2024-10-21,81208497U,9773.82,GBP,Tarjeta
0014,2024-04-30,67458473D,-3933.9,MXN,Bizum
0430,2022-04-09,74701363X,-145.04,EUR,Transferencia
0030,2024-03-24,36709559B,1500.58,USD,Tarjeta
0118,2024-08-15,35582626G,8575.81,USD,Retirada Efectivo
0466,2024-10-21,41640035S,-6468.64,USD,Bizum
0388,2023-03-20,14788048W,8364.26,EUR,Tarjeta
0064,2024-07-18,29926585K,-3979.73,USD,Bizum
0470,2025-09-15,87291434H,3880.39,USD,Transferencia
0210,2024-09-08,20808835G,-6372.82,USD,Transferencia
0323,2024-07-21,38349917E,1324.81,EUR,Bizum
0285,2022-07-23,13503266T,8265.04,USD,Retirada Efectivo
0188,2025-10-27,75986142Y,-9050.78,MXN,Bizum
0289,2024-07-10,50585418A,7445.65,EUR,Bizum
0271,2023-07-10,76008523U,9702.61,EUR,Retirada Efectivo
0004,2023-12-30,12626328N,-7044.3,MXN,Transferencia
0335,2024-08-31,11194048D,8247.88,USD,Transferencia
0162,2024-03-21,36182760N,-1329.7,MXN,Transferencia
0342,2023-02-14,36709559B,4184.29,USD,Tarjeta
0435,2025-08-04,65075772F,8725.68,GBP,Tarjeta
0222,2024-06-22,54925263M,1301.9,EUR,Transferencia
0433,2022-12-20,72794896C,4517.4,GBP,Transferencia
0094,2023-03-13,63273280Q,3444.84,MXN,Tarjeta
0058,2022-12-03,65743702V,4688.23,GBP,Retirada Efectivo
0155,2023-11-04,66510794F,7652.18,USD,Retirada Efectivo
0310,2024-09-28,73188540T,4192.99,EUR,Retirada Efectivo
0401,2022-11-29,46614032W,-2166.44,MXN,Transferencia
0044,2025-08-06,39031388R,-2900.23,JPY,Transferencia
0151,2025-09-05,22268287J,2232.99,JPY,Retirada Efectivo
0284,2022-12-29,82048373C,4213.75,USD,Tarjeta
0457,2023-07-05,61800130C,3775.45,JPY,Retirada Efectivo
0130,2022-03-11,78322125T,-1204.36,GBP,Transferencia
0392,2025-03-12,47187112T,6208.86,USD,Retirada Efectivo
0384,2023-01-16,61605151Q,8702.16,USD,Transferencia
0461,2023-10-11,50790465P,3693.89,JPY,Tarjeta
0041,2022-12-24,66886990G,5543.84,USD,Transferencia
0294,2025-04-06,16914409O,-8309.82,MXN,Transferencia
0239,2025-01-21,98378011P,1934.28,MXN,Bizum
0145,2023-06-29,14787574E,1211.5,JPY,Tarjeta
0432,2022-08-02,37108478D,6569.24,JPY,Bizum
0319,2023-09-01,36378812Z,-9640.46,GBP,Bizum
0460,2023-02-11,43518692D,7666.52,GBP,Retirada Efectivo
0277,2025-04-24,17507785F,-2984.57,GBP,Transferencia
0472,2024-09-01,98432182G,-795.18,MXN,Transferencia
0455,2023-07-01,78061456H,4695.79,EUR,Tarjeta
0152,2024-07-28,19537191J,8297.97,JPY,Transferencia
0209,2022-10-28,53694203X,7362.47,MXN,Retirada Efectivo
0420,2025-10-11,14788048W,1424.13,JPY,Bizum
0024,2023-03-02,91392338E,-7828.67,USD,Transferencia
0014,2025-06-28,51613718E,8111.3,USD,Tarjeta
0105,2025-08-05,67421117B,-120.73,GBP,Transferencia
0179,2022-01-21,80821009V,8300.5,EUR,Tarjeta
0028,2022-03-03,88752951D,2177.87,USD,Bizum
0359,2023-05-15,82172779I,6335.35,EUR,Transferencia
0251,2022-01-25,54062091X,2768.18,MXN,Retirada Efectivo
0275,2023-01-16,49397986U,-2589.28,USD,Transferencia
0341,2022-02-17,46984919M,-9998.83,USD,Transferencia
0466,2022-04-24,85548120N,9929.14,MXN,Tarjeta
0132,2024-09-07,81953241J,7227.94,MXN,Tarjeta
0255,2022-06-24,95544628A,5336.12,GBP,Tarjeta
0071,2023-11-20,17398635D,1038.92,JPY,Bizum
0405,2023-09-14,27307581P,9240.65,JPY,Retirada Efectivo
0349,2023-08-14,43062511C,8639.47,MXN,Transferencia
0128,2023-01-11,45641315L,-6863.6,GBP,Transferencia
0155,2023-01-13,91903816U,2224.93,MXN,Retirada Efectivo
0040,2022-02-16,24789504G,5361.04,MXN,Bizum
0052,2025-03-29,96244738D,2305.19,JPY,Retirada Efectivo
0026,2022-12-10,50169037U,6437.86,EUR,Bizum
0438,2023-12-06,50562133T,4155.0,USD,Bizum
0354,2022-10-25,32826897B,-2327.66,GBP,Bizum
0257,2025-04-04,64967407A,8805.09,USD,Tarjeta
0214,2023-07-08,77749295J,-2829.15,GBP,Transferencia
0037,2025-11-29,95544628A,4314.88,MXN,Bizum
0467,2023-04-14,81810281V,1449.75,MXN,Tarjeta
0440,2022-03-18,16027492S,5653.77,JPY,Tarjeta
0115,2025-03-08,99140096Y,4256.47,USD,Tarjeta
0122,2022-09-09,81950959T,8668.56,MXN,Retirada Efectivo
0161,2023-10-05,28638776H,6917.68,USD,Retirada Efectivo
0184,2022-09-19,64036956H,-3540.98,JPY,Transferencia
0317,2024-04-29,40747789Z,1337.77,MXN,Bizum
0222,2025-09-19,13869882G,3658.62,USD,Tarjeta
0020,2023-12-07,93019708W,9117.79,JPY,Tarjeta
0393,2025-05-15,18253393I,-1492.54,MXN,Bizum
0002,2025-09-26,87788382P,143.92,EUR,Tarjeta
0321,2024-04-22,19998049Z,-7075.43,USD,Bizum
0399,2022-11-08,60650276D,2610.98,MXN,Tarjeta
0248,2025-10-31,96244738D,8860.72,GBP,Transferencia
0017,2024-03-20,12111350R,1082.77,GBP,Tarjeta
0189,2025-12-11,69520769T,8888.63,JPY,Transferencia
0334,2025-06-14,46984919M,-5187.17,GBP,Transferencia
0204,2024-12-10,41255335J,4092.76,USD,Transferencia
0365,2024-02-15,23312747J,2611.74,USD,Tarjeta
0444,2023-07-25,27858533P,1408.34,JPY,Retirada Efectivo
0224,2024-05-13,34232908K,4239.57,MXN,Transferencia
0058,2024-08-11,32233871Y,3739.74,EUR,Tarjeta
0058,2024-02-02,76381793S,8840.15,MXN,Retirada Efectivo
0064,2025-07-14,46538147J,2530.24,GBP,Tarjeta
0012,2024-02-11,93019708W,4914.24,EUR,Transferencia
0330,2024-07-16,67796709P,7575.76,USD,Tarjeta
0217,2024-05-07,88928707R,7186.62,MXN,Tarjeta
0021,2025-12-19,44046437N,8620.44,USD,Retirada Efectivo
0305,2025-01-30,37108478D,-827.39,EUR,Transferencia
0331,2024-05-27,40982301Z,-7315.75,EUR,Transferencia
0349,2025-10-13,28638776H,3659.15,EUR,Transferencia
0375,2025-09-21,84852647M,975.61,MXN,Tarjeta
0278,2023-10-26,37477546U,119.24,MXN,Transferencia
0404,2022-04-20,19444602G,8585.15,MXN,Tarjeta
0117,2022-02-24,19634185O,3107.84,GBP,Tarjeta
0204,2024-11-04,37978995C,-3650.78,JPY,Bizum
0454,2023-07-12,98378011P,-2377.43,GBP,Transferencia
0405,2024-10-26,37191745O,3929.08,JPY,Transferencia
0219,2025-02-04,66886990G,8849.85,JPY,Retirada Efectivo
0399,2024-12-05,95735897U,3448.9,MXN,Tarjeta
0003,2023-10-24,28638776H,8227.43,JPY,Bizum
0409,2023-03-05,28388486Q,8141.28,EUR,Tarjeta
0181,2022-05-01,74701252T,-7329.9,USD,Bizum
0200,2024-10-03,12626328N,-9442.4,EUR,Bizum
0360,2022-03-01,26613086K,2780.67,MXN,Retirada Efectivo
0179,2022-12-31,95903693K,-3353.31,USD,Bizum
0328,2024-03-02,35965272I,-3237.89,GBP,Transferencia
0468,2023-04-09,87230306Q,-878.3,USD,Bizum
0227,2024-06-03,14720338Z,-6919.96,USD,Transferencia
0333,2024-05-06,89814350Z,5610.27,EUR,Retirada Efectivo
0278,2025-01-07,68551904Y,-3012.72,EUR,Bizum
0271,2022-09-26,15501170S,-8653.57,GBP,Bizum
0298,2024-08-25,58809379E,-8693.14,JPY,Bizum
0345,2025-09-10,65377011G,1404.77,EUR,Retirada Efectivo
0083,2022-03-01,28726981O,7504.02,JPY,Retirada Efectivo
0168,2024-07-12,46538147J,-5277.05,MXN,Bizum
0492,2023-02-14,26613086K,6494.37,MXN,Transferencia
0121,2023-04-04,46594348A,-8371.2,EUR,Transferencia
0345,2025-12-19,25121571Z,1753.0,GBP,Tarjeta
0430,2024-10-28,53666983I,4678.06,JPY,Retirada Efectivo
0481,2025-05-17,59413448Q,7895.48,USD,Tarjeta
0169,2025-02-20,35529251E,-9321.25,GBP,Transferencia
0030,2024-09-03,69426294I,3540.65,USD,Tarjeta
0086,2024-04-22,81971749N,3762.08,MXN,Retirada Efectivo
0157,2022-10-18,11905171E,9430.36,USD,Transferencia
0077,2025-06-20,21084032Y,5917.98,EUR,Transferencia
0004,2023-09-14,24010733S,-9087.6,MXN,Bizum
0108,2025-05-11,46950921R,4013.61,USD,Bizum
0388,2023-07-21,41214048J,1806.57,JPY,Tarjeta
0023,2025-02-07,74701363X,7926.64,USD,Retirada Efectivo
0471,2024-07-24,57596613B,1655.07,EUR,Transferencia
0373,2022-08-02,72794896C,-8371.36,EUR,Bizum
0201,2025-10-26,89786131D,616.88,GBP,Tarjeta
0310,2025-05-11,44027737F,-3922.03,EUR,Bizum
0052,2025-03-05,47665911A,1082.36,MXN,Bizum
0095,2025-08-18,33680077T,2317.92,EUR,Retirada Efectivo
0458,2024-05-30,66510794F,-9407.92,USD,Transferencia
0018,2024-10-09,33680077T,6439.17,JPY,Bizum
0292,2022-11-21,84682736K,802.44,EUR,Retirada Efectivo
0100,2022-09-25,72794896C,7250.08,EUR,Bizum
0136,2023-03-21,15455647Q,4074.16,GBP,Retirada Efectivo
0452,2022-05-28,87114611J,8279.47,MXN,Tarjeta
0128,2025-02-07,53666983I,-9099.8,JPY,Transferencia
0485,2024-07-22,88702225V,895.2,JPY,Tarjeta
0034,2022-11-05,91143064N,5739.72,EUR,Bizum
0294,2022-03-07,28871010F,8345.12,MXN,Bizum
0290,2025-02-10,14720338Z,2986.28,JPY,Transferencia
0088,2022-12-16,20849937M,4865.65,EUR,Transferencia
0035,2023-05-31,37339115A,4120.91,MXN,Tarjeta
0153,2022-05-29,98432182G,8558.49,MXN,Bizum
0274,2025-03-06,36680443A,3406.35,JPY,Tarjeta
0053,2022-01-30,44087819O,855.03,GBP,Retirada Efectivo
0207,2024-12-10,98912616F,-6647.64,JPY,Transferencia
0416,2022-10-19,97617977B,2139.21,JPY,Tarjeta
0213,2025-10-12,36378812Z,1629.0,GBP,Tarjeta
0268,2022-08-27,42968472Z,584.81,USD,Transferencia
0499,2024-08-30,89050198I,7476.44,GBP,Bizum
0405,2023-04-10,46538147J,9113.47,USD,Retirada Efectivo
0044,2025-02-02,59171737O,5643.56,MXN,Tarjeta
0442,2025-09-24,68962283V,5546.87,EUR,Tarjeta
0430,2024-04-20,64225648L,-8530.98,JPY,Bizum
0438,2025-07-11,35994353A,9813.21,JPY,Retirada Efectivo
0375,2022-07-23,24674746V,3237.16,GBP,Tarjeta
0338,2022-05-08,88514507V,564.33,EUR,Tarjeta
0153,2023-12-26,88779555I,-8557.4,GBP,Bizum
0154,2025-08-15,21104754J,8413.37,EUR,Bizum
0390,2022-06-13,16934936T,2776.88,EUR,Tarjeta
0089,2024-05-16,66886990G,-3103.83,JPY,Bizum
0068,2025-01-25,34337259H,1342.14,MXN,Bizum
0152,2024-11-17,72000519G,6611.48,EUR,Transferencia
0479,2023-04-09,81953241J,9505.94,MXN,Transferencia
0159,2023-02-19,85301757E,1730.42,USD,Retirada Efectivo
0194,2023-12-14,95647041P,7537.89,EUR,Transferencia
0308,2024-12-30,20301602F,7555.17,GBP,Bizum
0052,2025-01-09,75976752E,1922.88,GBP,Transferencia
0217,2022-12-10,79161841Q,6767.79,EUR,Tarjeta
0411,2023-06-05,95544628A,5981.92,USD,Tarjeta
0192,2022-09-09,93889665Z,-8179.78,JPY,Transferencia
0243,2024-11-29,36251361X,577.74,USD,Bizum
0196,2022-05-17,67577504Q,2342.34,GBP,Transferencia
0248,2024-12-18,42913560A,5067.78,USD,Tarjeta
0174,2024-03-29,27307581P,5521.97,MXN,Tarjeta
0082,2025-07-04,43103639C,-5064.49,GBP,Transferencia
0298,2022-06-02,89741042K,4959.13,EUR,Retirada Efectivo
0402,2025-09-16,59413448Q,193.13,JPY,Bizum
0316,2023-01-04,50562133T,1092.9,GBP,Retirada Efectivo
0350,2022-03-11,88514507V,1055.3,JPY,Bizum
0463,2024-09-10,21719711U,2669.4,JPY,Tarjeta
0063,2025-08-12,50978539U,3180.86,GBP,Tarjeta
0491,2023-08-10,63646163V,8458.2,JPY,Tarjeta
0153,2022-11-13,11534627P,8960.09,JPY,Transferencia
0231,2024-08-17,36766762H,9302.79,MXN,Tarjeta
0251,2025-10-03,82267962O,-1588.75,EUR,Transferencia
0108,2023-01-12,57652950E,-5634.77,MXN,Bizum
0243,2023-03-02,10369978P,9863.29,JPY,Tarjeta
0292,2025-08-08,24010733S,-7808.19,JPY,Bizum
0367,2022-02-18,33168781D,8936.14,EUR,Retirada Efectivo
0091,2024-06-16,12111350R,2853.32,EUR,Bizum
0077,2025-10-25,40129809S,3007.35,GBP,Tarjeta
0327,2025-02-26,33600288R,7438.55,JPY,Transferencia
0086,2024-07-06,54925263M,1238.52,MXN,Transferencia
0147,2024-05-10,17070719G,9765.05,GBP,Retirada Efectivo
0050,2023-05-13,18194135Z,2118.58,MXN,Retirada Efectivo
0229,2023-02-05,64225648L,7182.32,USD,Tarjeta
0321,2022-11-24,32039814E,5843.63,GBP,Bizum
0216,2025-02-01,58016044N,1803.97,USD,Retirada Efectivo
0236,2023-08-15,77574957P,3741.56,USD,Retirada Efectivo
0480,2022-08-14,33168781D,-6588.16,USD,Transferencia
0128,2022-12-03,68962283V,9312.32,EUR,Transferencia
0430,2023-02-03,31244736W,6716.47,GBP,Tarjeta
0192,2022-08-01,96691054D,2999.77,EUR,Tarjeta
0215,2025-08-31,83919232P,3531.84,JPY,Retirada Efectivo
0257,2025-04-01,55551707D,5557.32,GBP,Retirada Efectivo
0419,2025-12-18,10278500S,-3623.21,JPY,Transferencia
0149,2023-01-10,47186428O,-8224.56,JPY,Transferencia
0285,2023-11-09,97617977B,7872.52,MXN,Retirada Efectivo
0127,2024-02-18,57594673F,-4530.97,MXN,Transferencia
0203,2025-10-11,40747789Z,2215.98,GBP,Retirada Efectivo
0183,2025-07-16,47186428O,7648.59,JPY,Tarjeta
0263,2022-01-15,43062511C,1104.32,GBP,Transferencia
0481,2024-07-11,23312747J,5766.82,GBP,Retirada Efectivo
0091,2024-08-21,17507785F,6848.42,EUR,Tarjeta
0394,2024-07-24,89743159P,396.9,JPY,Bizum
0038,2023-06-27,24379692S,8899.17,MXN,Transferencia
0110,2022-07-24,84697968G,9186.48,GBP,Retirada Efectivo
0331,2025-12-14,52023477W,2512.55,MXN,Tarjeta
0319,2022-04-13,67750110G,4484.42,JPY,Retirada Efectivo
0060,2025-11-27,19998049Z,-7631.01,GBP,Bizum
0085,2023-05-27,18899942V,-6354.05,JPY,Transferencia
0239,2024-10-28,34587632O,2129.87,JPY,Transferencia
0318,2024-07-30,89814350Z,8636.21,EUR,Bizum
0352,2024-08-12,55051944N,9096.84,GBP,Retirada Efectivo
0197,2025-03-06,73029890P,3624.46,EUR,Tarjeta
0474,2022-07-20,89741042K,9598.43,GBP,Retirada Efectivo
0140,2024-11-26,64225648L,-7825.81,GBP,Transferencia
0444,2022-10-14,75976752E,-2395.03,GBP,Transferencia
0326,2025-05-04,79161841Q,2094.51,USD,Bizum
0291,2023-04-15,29361060I,2608.8,GBP,Transferencia
0277,2025-02-15,51818557H,6023.07,USD,Bizum
0374,2022-09-11,45065378O,2779.56,JPY,Transferencia
0024,2022-02-01,50664589V,8367.59,EUR,Retirada Efectivo
