id_cliente,fecha_saldo,codigo_cliente,importe_operativa,moneda,tipo_operacion,max_saldo,fecha_mas_reciente,saldo_final,nombre,apellido1,apellido2,direccion,fecha_nacimiento,dni,nombre_completo,menor_30
13,2022-06-05,70294390B,9970.31,JPY,Transferencia,9970.31,2022-06-05,59197.33,,,,,,,  ,NO
485,2025-03-03,71940926G,6956.81,JPY,Tarjeta,9505.25,2025-03-03,131111.79,,,,,,,  ,NO
408,2024-09-01,92269909F,-2958.73,GBP,Transferencia,9367.84,2024-09-01,42823.49,,,,,,,  ,NO
498,2022-10-15,21787903A,4265.2,GBP,Retirada Efectivo,9979.73,2022-10-15,46213.5,,,,,,,  ,NO
202,2024-01-16,80139664V,-9444.1,EUR,Bizum,9521.74,2024-01-16,82525.04,,,,,,,  ,NO
325,2025-12-20,51149334N,7077.05,JPY,Tarjeta,9929.32,2025-12-20,35809.64,,,,,,,  ,NO
80,2022-11-02,67985410K,-9679.12,MXN,Transferencia,9574.75,2022-11-02,43306.99,,,,,,,  ,NO
486,2024-04-12,96342869K,907.13,USD,Retirada Efectivo,9878.45,2024-04-12,2669.01,,,,,,,  ,NO
104,2024-04-30,21407631U,552.09,EUR,Retirada Efectivo,9160.96,2024-04-30,9883.55,,,,,,,  ,NO
167,2025-09-15,63075373T,1300.99,GBP,Tarjeta,9732.28,2025-09-15,63616.2,,,,,,,  ,NO
87,2023-06-14,24615857N,2741.55,JPY,Retirada Efectivo,8910.12,2023-06-14,-7195.52,,,,,,,  ,NO
474,2022-01-27,84907775U,-2523.14,GBP,Bizum,9625.92,2022-01-27,25909.43,,,,,,,  ,NO
326,2025-08-28,65909858K,-5338.87,EUR,Transferencia,9245.89,2025-08-28,33008.91,,,,,,,  ,NO
326,2025-04-10,65909858K,5551.8,USD,Retirada Efectivo,9245.89,2025-08-28,33008.91,,,,,,,  ,NO
117,2024-05-02,75296627F,985.24,GBP,Transferencia,9708.65,2024-05-02,62395.55,,,,,,,  ,NO
83,2023-05-02,92120849W,958.75,MXN,Tarjeta,8968.28,2023-05-02,47033.08,,,,,,,  ,NO
360,2023-09-10,22382484B,4573.81,USD,Retirada Efectivo,6172.42,2023-09-10,57693.34,,,,,,,  ,NO
308,2022-06-24,97733633X,6832.26,MXN,Tarjeta,9791.51,2022-06-24,39791.94,,,,,,,  ,NO
319,2023-03-11,80292694W,6569.34,GBP,Retirada Efectivo,9725.96,2025-09-21,93265.28,,,,,,,  ,NO
163,2025-10-04,66501825I,1814.85,USD,Tarjeta,9920.75,2025-10-04,84206.26,,,,,,,  ,NO
343,2022-04-08,22056718X,6471.24,MXN,Retirada Efectivo,9634.6,2022-04-08,27938.29,,,,,,,  ,NO
313,2024-05-04,81226959T,525.14,USD,Bizum,9833.59,2024-05-04,27716.04,,,,,,,  ,NO
343,2023-03-26,84907775U,5595.81,GBP,Transferencia,9634.6,2023-03-26,25909.43,,,,,,,  ,NO
4,2023-08-23,15846447X,7431.98,JPY,Retirada Efectivo,9662.07,2023-08-23,19915.74,,,,,,,  ,NO
134,2022-10-12,44496449V,292.34,MXN,Transferencia,8187.96,2022-10-12,32722.39,,,,,,,  ,NO
3,2023-10-04,30930247H,7638.47,MXN,Bizum,8191.03,2023-10-04,93047.48,,,,,,,  ,NO
350,2025-11-09,88544351G,5430.46,GBP,Bizum,9981.94,2025-11-09,46182.38,,,,,,,  ,NO
58,2023-08-03,70294390B,5282.4,MXN,Retirada Efectivo,9436.34,2023-08-03,59197.33,,,,,,,  ,NO
44,2022-10-15,83509604T,4371.06,GBP,Transferencia,9729.73,2022-10-15,22228.88,,,,,,,  ,NO
434,2023-05-16,10155094H,2997.98,MXN,Tarjeta,9249.99,2023-05-16,94304.02,,,,,,,  ,NO
86,2024-05-24,16226873J,4828.8,EUR,Bizum,9231.31,2024-05-24,18983.01,,,,,,,  ,NO
71,2023-09-03,47824561B,8572.36,GBP,Retirada Efectivo,9979.11,2023-09-03,77007.79,,,,,,,  ,NO
378,2023-04-16,31070288A,6730.87,EUR,Bizum,8957.72,2023-04-16,43022.71,,,,,,,  ,NO
127,2025-01-06,53195475C,8728.03,GBP,Tarjeta,9555.58,2025-01-06,62054.91,,,,,,,  ,NO
42,2024-03-07,72670224M,4215.63,GBP,Retirada Efectivo,9475.26,2024-03-07,24852.35,,,,,,,  ,NO
304,2024-05-19,83377348Z,7799.95,JPY,Retirada Efectivo,9157.17,2024-05-19,42185.34,,,,,,,  ,NO
395,2024-05-27,45230141R,9094.64,EUR,Bizum,9094.64,2024-05-27,2416.53,,,,,,,  ,NO
76,2024-02-20,12334047H,-1279.82,EUR,Bizum,9885.47,2024-02-20,31497.71,,,,,,,  ,NO
143,2025-09-17,37064270Z,302.76,JPY,Transferencia,8918.0,2025-09-17,37628.17,,,,,,,  ,NO
162,2025-06-25,76702646G,2677.81,EUR,Tarjeta,9621.76,2025-06-25,55830.57,,,,,,,  ,NO
313,2022-09-04,45689995U,-3786.51,JPY,Transferencia,9833.59,2025-03-27,116417.27,,,,,,,  ,NO
453,2022-08-02,94967757H,1312.43,EUR,Retirada Efectivo,9008.93,2022-08-02,30717.2,,,,,,,  ,NO
354,2025-05-24,80334602A,-1214.14,MXN,Transferencia,8945.17,2025-05-24,57322.24,,,,,,,  ,NO
368,2025-09-07,65120140X,7321.19,GBP,Retirada Efectivo,9652.37,2025-09-07,67549.71,,,,,,,  ,NO
189,2023-01-04,18995676E,5262.82,EUR,Retirada Efectivo,9947.91,2023-01-04,92359.67,,,,,,,  ,NO
279,2024-04-17,51084461I,8432.17,JPY,Tarjeta,8432.17,2024-04-17,80799.81,,,,,,,  ,NO
322,2022-04-26,30345990N,-3409.26,GBP,Bizum,9814.86,2022-04-26,32005.79,,,,,,,  ,NO
291,2025-07-22,45803216B,-1313.61,JPY,Transferencia,9941.62,2025-07-22,51942.37,,,,,,,  ,NO
88,2023-12-28,49110272T,9571.93,USD,Tarjeta,9785.82,2023-12-28,57770.44,,,,,,,  ,NO
456,2022-05-10,10693215L,8260.81,EUR,Retirada Efectivo,8473.2,2022-05-10,32031.79,,,,,,,  ,NO
435,2024-04-08,35377269U,9483.88,JPY,Bizum,9982.96,2024-04-08,75524.89,,,,,,,  ,NO
479,2022-07-08,53195475C,4902.6,GBP,Bizum,9614.23,2022-07-08,62054.91,,,,,,,  ,NO
247,2022-09-08,80204906U,8209.31,EUR,Tarjeta,8861.16,2022-09-08,104354.39,,,,,,,  ,NO
161,2025-08-19,80943697D,2499.51,JPY,Tarjeta,9784.61,2025-08-19,81744.45,,,,,,,  ,NO
424,2023-10-18,56287431F,7950.6,GBP,Tarjeta,9776.45,2023-10-18,81223.67,,,,,,,  ,NO
420,2022-04-12,44496449V,4309.94,USD,Tarjeta,8347.65,2022-04-12,32722.39,,,,,,,  ,NO
141,2025-03-16,82612694E,4806.17,USD,Retirada Efectivo,9846.52,2025-03-16,50833.96,,,,,,,  ,NO
446,2025-01-26,69894839L,8925.7,EUR,Retirada Efectivo,8925.7,2025-01-26,68820.15,,,,,,,  ,NO
381,2022-03-04,26843926Q,-6294.67,USD,Bizum,9939.09,2022-03-04,9976.55,,,,,,,  ,NO
451,2022-10-05,73415373H,-311.2,GBP,Bizum,9839.83,2022-10-05,47040.96,,,,,,,  ,NO
22,2022-09-12,44665685B,-8139.05,MXN,Transferencia,9711.49,2022-09-12,52294.62,,,,,,,  ,NO
208,2025-01-30,83377198X,6823.13,USD,Retirada Efectivo,9047.02,2025-01-30,48118.65,,,,,,,  ,NO
133,2025-02-07,61140299W,3296.77,JPY,Tarjeta,7872.95,2025-02-07,90320.18,,,,,,,  ,NO
498,2025-04-20,90524791R,3026.46,MXN,Retirada Efectivo,9979.73,2025-04-20,35280.48,,,,,,,  ,NO
348,2022-12-07,37822951Z,2316.27,EUR,Retirada Efectivo,9750.34,2022-12-07,63387.87,,,,,,,  ,NO
310,2022-03-26,11935632C,-9862.34,MXN,Bizum,9612.47,2022-03-26,47000.62,,,,,,,  ,NO
360,2023-03-30,41190327P,1479.94,EUR,Bizum,6172.42,2023-03-30,67499.78,,,,,,,  ,NO
191,2022-07-16,51541776M,2130.41,JPY,Bizum,9744.86,2022-07-16,50984.28,,,,,,,  ,NO
339,2023-08-07,63075373T,3290.31,JPY,Retirada Efectivo,7533.72,2023-08-07,63616.2,,,,,,,  ,NO
102,2022-06-12,30865514P,5484.69,MXN,Tarjeta,9877.55,2022-06-12,37970.41,,,,,,,  ,NO
391,2023-12-30,82374465N,3971.36,JPY,Retirada Efectivo,9702.67,2023-12-30,57329.87,,,,,,,  ,NO
85,2024-06-29,50503193C,8354.41,MXN,Retirada Efectivo,9647.74,2024-06-29,93882.01,,,,,,,  ,NO
421,2023-05-31,25539770B,4482.81,USD,Retirada Efectivo,9766.82,2023-05-31,82517.58,,,,,,,  ,NO
204,2025-03-25,11837073U,9008.57,JPY,Tarjeta,9074.97,2025-07-02,75236.5,,,,,,,  ,NO
160,2025-01-11,59156508L,1486.64,GBP,Transferencia,9540.64,2025-01-11,46769.71,,,,,,,  ,NO
457,2025-12-07,56278577Q,4812.63,MXN,Bizum,9213.58,2025-12-07,29688.68,,,,,,,  ,NO
407,2024-10-06,18589254T,2599.17,MXN,Tarjeta,7389.68,2024-10-06,19304.57,,,,,,,  ,NO
345,2023-04-27,41479569W,656.57,EUR,Transferencia,9522.75,2023-04-27,54850.88,,,,,,,  ,NO
100,2025-10-02,89382530M,2648.69,GBP,Retirada Efectivo,9410.85,2025-10-02,49765.26,,,,,,,  ,NO
260,2023-09-12,67984339G,3272.08,GBP,Bizum,9938.74,2023-09-12,29791.83,,,,,,,  ,NO
122,2025-04-28,35221973W,1109.68,MXN,Retirada Efectivo,9059.99,2025-04-28,90877.41,,,,,,,  ,NO
81,2025-11-28,63087109X,2869.42,MXN,Retirada Efectivo,9669.35,2025-11-28,44957.13,,,,,,,  ,NO
272,2023-11-23,13915168D,-8713.02,MXN,Transferencia,9836.81,2023-11-23,52224.65,,,,,,,  ,NO
428,2022-11-23,92213987R,5597.0,GBP,Retirada Efectivo,9626.67,2022-11-23,62235.2,,,,,,,  ,NO
288,2022-06-19,53929841W,5452.51,MXN,Retirada Efectivo,8328.85,2022-06-19,55214.78,,,,,,,  ,NO
139,2025-10-11,69894839L,9216.27,GBP,Retirada Efectivo,9790.69,2025-10-11,68820.15,,,,,,,  ,NO
364,2025-03-17,45123170H,1139.57,EUR,Bizum,9334.89,2025-03-17,55249.08,,,,,,,  ,NO
330,2023-05-06,80926842Q,8946.12,GBP,Transferencia,8946.12,2023-05-06,56014.66,,,,,,,  ,NO
44,2025-07-20,17214825F,8575.97,JPY,Retirada Efectivo,9729.73,2025-07-20,100212.01,,,,,,,  ,NO
167,2022-11-14,18995676E,691.02,MXN,Transferencia,9732.28,2022-11-14,92359.67,,,,,,,  ,NO
392,2023-04-20,39483856X,2371.5,MXN,Retirada Efectivo,9956.12,2023-04-20,114409.6,,,,,,,  ,NO
79,2024-12-24,60480211I,5547.15,MXN,Bizum,9250.13,2024-12-24,39540.91,,,,,,,  ,NO
441,2025-02-24,39483856X,-8050.1,USD,Bizum,9420.21,2025-02-24,114409.6,,,,,,,  ,NO
417,2023-05-07,79815932I,-3056.5,EUR,Bizum,9641.81,2023-05-07,84917.16,,,,,,,  ,NO
285,2024-02-04,53154284S,9644.85,GBP,Tarjeta,9644.85,2024-02-04,30320.33,,,,,,,  ,NO
321,2022-04-15,58151660N,5157.3,EUR,Retirada Efectivo,9881.78,2022-04-15,17397.14,,,,,,,  ,NO
22,2023-09-04,54627868G,2535.46,JPY,Retirada Efectivo,9711.49,2023-11-28,85677.26,,,,,,,  ,NO
220,2024-10-06,32309591N,-6029.64,EUR,Bizum,9744.77,2024-10-06,41848.23,,,,,,,  ,NO
153,2022-05-11,51541776M,8885.69,GBP,Bizum,9696.12,2022-05-11,50984.28,,,,,,,  ,NO
15,2023-02-04,37064270Z,1181.53,JPY,Transferencia,9277.97,2023-02-04,37628.17,,,,,,,  ,NO
343,2023-08-03,47572186L,7635.46,JPY,Tarjeta,9634.6,2023-08-03,45567.23,,,,,,,  ,NO
214,2024-10-16,80168060H,9893.53,EUR,Tarjeta,9893.53,2024-10-16,25462.55,,,,,,,  ,NO
142,2024-11-29,82092431A,3088.44,MXN,Tarjeta,9304.96,2024-11-29,44805.83,,,,,,,  ,NO
463,2022-03-23,92213987R,7881.5,USD,Tarjeta,9882.95,2022-03-23,62235.2,,,,,,,  ,NO
397,2025-12-27,53914210H,8763.65,MXN,Tarjeta,8763.65,2025-12-27,68012.89,,,,,,,  ,NO
468,2022-11-04,44122229Q,622.62,JPY,Bizum,9842.87,2022-11-04,65567.66,,,,,,,  ,NO
172,2023-11-21,92120849W,-5526.62,GBP,Bizum,9201.46,2023-11-21,47033.08,,,,,,,  ,NO
60,2023-12-22,77685805W,4291.54,USD,Transferencia,9556.07,2023-12-22,92113.87,,,,,,,  ,NO
72,2024-05-20,23688795L,3062.91,EUR,Retirada Efectivo,8608.04,2024-05-20,113226.07,,,,,,,  ,NO
257,2024-06-18,45803216B,1291.26,GBP,Bizum,9928.53,2024-06-18,51942.37,,,,,,,  ,NO
148,2022-05-21,83509604T,578.97,GBP,Tarjeta,9513.14,2022-05-21,22228.88,,,,,,,  ,NO
159,2025-08-27,68493964V,-5787.06,EUR,Bizum,9422.4,2025-08-27,29712.31,,,,,,,  ,NO
267,2024-04-24,80288628X,-7233.25,MXN,Transferencia,8482.26,2024-04-24,51851.53,,,,,,,  ,NO
210,2025-10-24,72031820B,1216.39,GBP,Transferencia,9049.57,2025-10-24,67505.04,,,,,,,  ,NO
63,2022-02-26,90524791R,6142.77,JPY,Tarjeta,9844.16,2022-02-26,35280.48,,,,,,,  ,NO
47,2025-11-13,63588863U,-7679.36,USD,Transferencia,9415.6,2025-11-13,40469.96,,,,,,,  ,NO
65,2022-10-08,30177477P,5655.8,MXN,Retirada Efectivo,8944.05,2022-10-08,21277.6,,,,,,,  ,NO
417,2025-11-02,94029203V,4365.94,JPY,Transferencia,9641.81,2025-11-02,65552.13,,,,,,,  ,NO
11,2022-05-06,68493964V,963.41,MXN,Tarjeta,9272.22,2022-05-06,29712.31,,,,,,,  ,NO
368,2022-12-06,96298230N,6592.6,EUR,Transferencia,9652.37,2022-12-06,40609.58,,,,,,,  ,NO
379,2024-07-10,98979591N,4832.27,MXN,Retirada Efectivo,9961.48,2024-07-10,34874.52,,,,,,,  ,NO
358,2022-07-01,87860117W,7819.47,MXN,Tarjeta,9593.55,2022-07-01,30132.16,,,,,,,  ,NO
402,2024-01-16,30865514P,1204.41,MXN,Bizum,9478.15,2024-01-16,37970.41,,,,,,,  ,NO
490,2022-09-01,82834230Q,-9481.32,USD,Bizum,9881.82,2022-09-01,42707.84,,,,,,,  ,NO
394,2024-03-29,88544351G,925.95,MXN,Bizum,9828.97,2024-03-29,46182.38,,,,,,,  ,NO
138,2023-02-21,32691976C,809.23,MXN,Retirada Efectivo,6632.44,2023-02-21,50548.0,,,,,,,  ,NO
243,2022-08-06,54786931L,1340.28,MXN,Retirada Efectivo,8731.33,2022-08-06,54775.84,,,,,,,  ,NO
228,2023-11-17,98185046S,9799.67,EUR,Tarjeta,9855.55,2023-11-17,72439.26,,,,,,,  ,NO
436,2025-10-14,12743229Y,2855.24,EUR,Retirada Efectivo,8147.11,2025-10-14,94600.52,,,,,,,  ,NO
306,2022-05-02,70331707E,1004.17,JPY,Retirada Efectivo,9744.9,2022-05-02,91870.56,,,,,,,  ,NO
373,2023-02-05,76702646G,3005.29,JPY,Tarjeta,8712.8,2023-02-05,55830.57,,,,,,,  ,NO
499,2023-10-21,11450503U,-1661.95,GBP,Transferencia,9219.83,2023-10-21,41969.28,,,,,,,  ,NO
455,2024-01-15,98975581Z,8384.62,MXN,Bizum,9560.46,2024-01-15,109228.49,,,,,,,  ,NO
459,2022-02-13,14348856I,8645.17,JPY,Tarjeta,9461.5,2022-02-13,76682.17,,,,,,,  ,NO
259,2022-01-23,21787903A,-1250.15,USD,Bizum,9808.37,2022-01-23,46213.5,,,,,,,  ,NO
451,2023-08-09,76830022A,5308.52,GBP,Tarjeta,9839.83,2023-08-09,42381.25,,,,,,,  ,NO
287,2023-11-20,76830022A,7410.13,JPY,Bizum,8470.36,2023-11-20,42381.25,,,,,,,  ,NO
403,2022-05-07,83377348Z,-5908.33,MXN,Bizum,9164.9,2022-05-07,42185.34,,,,,,,  ,NO
171,2023-10-16,94320491Z,-3719.98,MXN,Transferencia,9865.87,2023-10-16,50340.64,,,,,,,  ,NO
107,2024-07-14,37822951Z,-9087.2,JPY,Bizum,9898.68,2024-07-14,63387.87,,,,,,,  ,NO
410,2023-10-23,60013305J,-5871.22,USD,Bizum,9389.46,2023-10-23,20888.74,,,,,,,  ,NO
150,2024-03-16,21384469D,5352.33,JPY,Bizum,9619.41,2024-03-16,51990.24,,,,,,,  ,NO
217,2022-01-13,94669501G,7095.41,JPY,Tarjeta,8663.28,2025-10-20,53136.04,,,,,,,  ,NO
257,2025-07-15,61471647U,9161.85,MXN,Bizum,9928.53,2025-07-15,75711.76,,,,,,,  ,NO
361,2023-03-11,54362044O,8515.86,MXN,Transferencia,9266.92,2023-03-11,40266.83,,,,,,,  ,NO
109,2023-05-22,43526216F,8217.44,USD,Transferencia,8938.75,2023-05-22,49846.3,,,,,,,  ,NO
376,2022-07-22,35221973W,4369.56,JPY,Transferencia,9660.23,2022-07-22,90877.41,,,,,,,  ,NO
24,2024-03-05,31074993G,9838.41,GBP,Bizum,9838.41,2024-03-05,49922.81,,,,,,,  ,NO
395,2024-11-21,97733633X,-8142.0,USD,Transferencia,9094.64,2024-11-21,39791.94,,,,,,,  ,NO
386,2022-12-08,61471647U,5373.81,EUR,Bizum,9776.15,2022-12-08,75711.76,,,,,,,  ,NO
222,2022-03-31,70294390B,4864.36,EUR,Tarjeta,8683.11,2022-03-31,59197.33,,,,,,,  ,NO
272,2022-05-28,87860117W,6314.25,USD,Transferencia,9836.81,2022-05-28,30132.16,,,,,,,  ,NO
355,2024-02-27,88506908Y,4954.82,EUR,Retirada Efectivo,7905.29,2024-02-27,71938.83,,,,,,,  ,NO
29,2023-03-26,54786931L,-1771.92,GBP,Bizum,9745.8,2023-03-26,54775.84,,,,,,,  ,NO
477,2025-08-29,94779432J,4285.87,GBP,Transferencia,9580.21,2025-08-29,35844.33,,,,,,,  ,NO
386,2025-03-01,76999373Q,-7961.98,EUR,Transferencia,9776.15,2025-03-01,56470.61,,,,,,,  ,NO
92,2023-10-06,39586191O,-2868.13,GBP,Bizum,9891.19,2023-10-06,38407.29,,,,,,,  ,NO
161,2025-06-17,88953380U,6322.09,JPY,Retirada Efectivo,9784.61,2025-06-17,93512.16,,,,,,,  ,NO
468,2023-11-21,89922143Y,8258.71,GBP,Retirada Efectivo,9842.87,2023-11-21,24081.62,,,,,,,  ,NO
4,2022-07-13,11935632C,-3618.27,MXN,Bizum,9662.07,2022-07-13,47000.62,,,,,,,  ,NO
288,2023-03-12,20048407G,-5534.75,MXN,Bizum,8328.85,2023-03-12,23288.95,,,,,,,  ,NO
188,2022-10-10,40936331I,4931.7,JPY,Tarjeta,9457.29,2022-10-10,37562.8,,,,,,,  ,NO
490,2024-09-02,80956880I,-9692.35,EUR,Transferencia,9881.82,2024-09-02,17854.85,,,,,,,  ,NO
331,2022-08-31,16279198R,3918.19,GBP,Bizum,9646.24,2022-08-31,63748.26,,,,,,,  ,NO
284,2024-09-21,63792177M,5096.8,EUR,Tarjeta,9606.05,2024-09-21,38000.94,,,,,,,  ,NO
349,2024-12-09,50564066G,-8885.81,MXN,Bizum,6841.66,2024-12-09,40404.3,,,,,,,  ,NO
377,2025-11-17,67311814Q,3464.95,GBP,Tarjeta,9772.74,2025-11-17,104462.51,,,,,,,  ,NO
114,2023-10-06,30345990N,3249.11,USD,Retirada Efectivo,9189.26,2023-10-06,32005.79,,,,,,,  ,NO
406,2025-05-07,30177477P,9963.71,GBP,Retirada Efectivo,9963.71,2025-05-07,21277.6,,,,,,,  ,NO
246,2022-05-16,47144866G,3307.78,USD,Retirada Efectivo,9851.01,2022-05-16,91570.11,,,,,,,  ,NO
176,2025-05-10,90262188O,-3332.79,JPY,Transferencia,8945.61,2025-05-10,45765.82,,,,,,,  ,NO
384,2022-05-30,86497795S,4688.17,MXN,Retirada Efectivo,9365.21,2022-05-30,76646.61,,,,,,,  ,NO
302,2025-05-30,80204906U,9008.16,EUR,Retirada Efectivo,9902.77,2025-05-30,104354.39,,,,,,,  ,NO
445,2023-06-20,35641638E,4075.49,MXN,Bizum,8699.92,2023-06-20,66457.66,,,,,,,  ,NO
458,2022-12-09,69930072T,9488.89,USD,Retirada Efectivo,9488.89,2022-12-09,71595.01,,,,,,,  ,NO
417,2023-01-14,11303238D,9548.04,JPY,Tarjeta,9641.81,2023-01-14,47854.39,,,,,,,  ,NO
24,2025-02-15,64937968J,965.27,EUR,Tarjeta,9838.41,2025-02-15,95095.4,,,,,,,  ,NO
40,2022-02-15,27683590Q,2441.83,JPY,Transferencia,9339.41,2022-02-15,12588.89,,,,,,,  ,NO
393,2022-09-08,53849312O,-5422.78,USD,Bizum,9956.32,2022-09-08,35180.61,,,,,,,  ,NO
64,2022-09-04,85093795M,1613.57,JPY,Transferencia,9807.41,2022-09-04,68659.64,,,,,,,  ,NO
209,2024-11-25,94320491Z,-5796.21,GBP,Transferencia,9980.67,2024-11-25,50340.64,,,,,,,  ,NO
175,2023-11-22,41295892M,9478.61,MXN,Transferencia,9887.41,2023-11-22,91970.09,,,,,,,  ,NO
261,2022-05-26,84813778K,6173.2,GBP,Tarjeta,9932.49,2022-05-26,56802.69,,,,,,,  ,NO
97,2023-07-11,31503777O,-4327.03,EUR,Transferencia,9943.59,2023-07-11,44876.95,,,,,,,  ,NO
472,2023-01-22,76988503U,5970.41,EUR,Tarjeta,9844.72,2023-01-22,74954.23,,,,,,,  ,NO
438,2023-07-18,54516439A,-7337.05,EUR,Transferencia,9952.04,2023-07-18,12890.4,,,,,,,  ,NO
347,2022-04-14,74262661I,1030.98,USD,Tarjeta,8041.48,2022-04-14,4023.34,,,,,,,  ,NO
311,2025-11-22,48696923K,257.28,MXN,Tarjeta,9928.08,2025-11-22,49707.39,,,,,,,  ,NO
374,2024-10-22,95749172C,5438.44,JPY,Tarjeta,9466.55,2024-10-22,80476.05,,,,,,,  ,NO
476,2024-08-01,65757796H,9794.75,GBP,Tarjeta,9794.75,2024-08-01,79863.86,,,,,,,  ,NO
367,2024-08-27,96924709H,9906.73,USD,Tarjeta,9906.73,2024-08-27,30903.42,,,,,,,  ,NO
379,2024-02-15,90524791R,6408.0,USD,Retirada Efectivo,9961.48,2024-02-15,35280.48,,,,,,,  ,NO
303,2024-01-28,21787903A,6873.55,EUR,Retirada Efectivo,9568.67,2024-01-28,46213.5,,,,,,,  ,NO
81,2023-06-30,50834773S,7292.09,JPY,Retirada Efectivo,9669.35,2023-06-30,67793.17,,,,,,,  ,NO
211,2025-04-18,50057622H,6907.03,MXN,Bizum,8495.78,2025-04-18,46419.51,,,,,,,  ,NO
131,2024-07-19,76999373Q,3843.47,MXN,Bizum,9775.67,2024-07-19,56470.61,,,,,,,  ,NO
80,2023-04-13,25539770B,5864.01,EUR,Tarjeta,9574.75,2023-04-13,82517.58,,,,,,,  ,NO
417,2024-12-20,97983803L,-493.48,MXN,Transferencia,9641.81,2024-12-20,79620.65,,,,,,,  ,NO
382,2024-01-31,17214825F,-6606.35,JPY,Transferencia,8274.34,2024-01-31,100212.01,,,,,,,  ,NO
479,2024-10-20,96342869K,1524.47,MXN,Retirada Efectivo,9614.23,2024-10-20,2669.01,,,,,,,  ,NO
346,2023-03-26,91750951Y,8289.35,GBP,Retirada Efectivo,9660.74,2023-03-26,30073.86,,,,,,,  ,NO
13,2022-12-03,78684497I,8315.42,EUR,Tarjeta,9970.31,2022-12-03,78778.49,,,,,,,  ,NO
39,2024-08-09,30345990N,7640.31,GBP,Bizum,9442.28,2024-08-09,32005.79,,,,,,,  ,NO
464,2022-04-26,66804125M,9867.31,MXN,Tarjeta,9867.31,2022-04-26,63567.67,,,,,,,  ,NO
409,2025-02-17,64645452B,2744.52,JPY,Transferencia,9175.08,2025-02-17,43110.07,,,,,,,  ,NO
451,2024-05-29,95151902K,-4607.4,MXN,Bizum,9839.83,2024-05-29,45574.43,,,,,,,  ,NO
335,2024-09-13,74808251G,6476.21,MXN,Transferencia,9552.24,2024-09-13,39226.06,,,,,,,  ,NO
38,2025-03-09,67220459C,1688.27,GBP,Retirada Efectivo,9497.82,2025-03-09,90599.75,,,,,,,  ,NO
214,2025-01-27,21384469D,722.79,USD,Tarjeta,9893.53,2025-01-27,51990.24,,,,,,,  ,NO
264,2023-01-20,27171627E,1919.69,GBP,Bizum,9791.86,2023-01-20,70451.74,,,,,,,  ,NO
454,2024-05-18,87884774F,-9099.57,USD,Bizum,9469.43,2024-05-18,61753.02,,,,,,,  ,NO
130,2023-09-29,73992352B,1275.98,USD,Transferencia,6297.55,2023-09-29,14693.19,,,,,,,  ,NO
285,2023-03-17,47144866G,2126.94,EUR,Transferencia,9644.85,2023-03-17,91570.11,,,,,,,  ,NO
365,2023-05-31,75820506E,4682.12,JPY,Retirada Efectivo,9447.11,2023-05-31,30944.52,,,,,,,  ,NO
253,2023-01-27,74514257F,587.58,GBP,Tarjeta,9540.47,2023-01-27,13530.69,,,,,,,  ,NO
288,2022-03-28,89480137N,8328.85,GBP,Transferencia,8328.85,2022-03-28,39307.14,,,,,,,  ,NO
302,2022-07-11,93683522V,9641.78,JPY,Transferencia,9902.77,2022-07-11,62643.49,,,,,,,  ,NO
194,2023-02-15,99713332G,347.03,JPY,Retirada Efectivo,9789.33,2023-02-15,19472.84,,,,,,,  ,NO
490,2022-11-12,65946835C,2982.54,GBP,Retirada Efectivo,9881.82,2022-11-12,14502.79,,,,,,,  ,NO
103,2022-09-04,20386839J,6646.1,JPY,Transferencia,9948.45,2022-09-04,73720.85,,,,,,,  ,NO
331,2025-12-23,68874444C,8543.17,MXN,Retirada Efectivo,9646.24,2025-12-23,78859.3,,,,,,,  ,NO
192,2025-02-24,54556916M,7921.08,MXN,Tarjeta,9970.61,2025-02-24,71430.59,,,,,,,  ,NO
493,2025-06-16,42785969Z,5677.1,GBP,Tarjeta,9931.9,2025-06-16,65285.69,,,,,,,  ,NO
105,2022-05-06,62885620X,8382.31,MXN,Tarjeta,9610.46,2022-05-06,99240.94,,,,,,,  ,NO
432,2025-06-29,82819802R,7724.73,USD,Tarjeta,9763.15,2025-06-29,59707.22,,,,,,,  ,NO
191,2023-07-18,44230993P,1909.31,USD,Tarjeta,9744.86,2023-07-18,40002.61,,,,,,,  ,NO
430,2022-07-15,26172654C,3272.39,GBP,Retirada Efectivo,9767.86,2022-07-15,36537.95,,,,,,,  ,NO
478,2022-07-23,70826344G,4150.11,MXN,Retirada Efectivo,9819.47,2022-07-23,63003.1,,,,,,,  ,NO
22,2023-06-05,87039016U,-3939.42,GBP,Transferencia,9711.49,2023-06-05,48870.85,,,,,,,  ,NO
338,2024-04-27,20386839J,8484.89,MXN,Transferencia,9744.78,2024-04-27,73720.85,,,,,,,  ,NO
69,2024-06-03,53104999S,6638.22,MXN,Retirada Efectivo,9831.76,2024-06-03,61080.06,,,,,,,  ,NO
105,2023-08-30,46526923U,1376.27,EUR,Transferencia,9610.46,2023-08-30,37712.83,,,,,,,  ,NO
182,2023-05-09,93207747W,3435.45,MXN,Transferencia,9962.52,2023-05-09,-3175.8,,,,,,,  ,NO
49,2025-11-01,63700403P,6856.9,USD,Transferencia,9920.64,2025-11-01,42746.29,,,,,,,  ,NO
